review,sentiment,cleaned_review
"A significant evaluation of Civil War strategy: Dr.Harsh has clearly researched and analyzed Robert E. Lee's offensive/defensive strategy and its relationship to the Confederate war aims. And one factor emerges as paramount: the importance of Jefferson Davis and his role as both Confederate president and military adviser.Together, he and Lee charted a course which logically extended northward, resulting in the arduous Maryland campaign and aspirations of winning the war.",positive,significant evaluation civil war strategy dr harsh clearly research analyze robert lee offensive defensive strategy relationship confederate war aim one factor emerge paramount importance jefferson davis role confederate president military adviser together lee charted course logically extend northward result arduous maryland campaign aspiration win war
"Outstanding whole family film: This was a really good movie. My whole family enjoyed watching it. Every body loves an underdog, and this is an underdog story. Ben Crane is a disillusioned man who has lost his vision, his hope, and his meaning. He gets scapegoated for a terrible injury to the champion horse Sonador. Ironically, had he been listened to in the first place the accident would never have happened. He is fired and blacklisted, therefore unable to find work. He winds up keeping the horse, and does the impossible nursing her back to health. There were many moving themes in this film. Especially the importance of reconciling differences within a family in spite of deep hurt; as well as the importance of spending time together. The performances of the stars were outstanding, and the finale was inspiring. While somewhat predictable, the movie works very well, and left me feeling good after watching it.",positive,outstanding whole family film really good movie whole family enjoy watch every body love underdog underdog story ben crane disillusion man lose vision hope mean get scapegoated terrible injury champion horse sonador ironically listen first place accident would never happen fire blacklist therefore unable find work wind keep horse impossible nursing back health many move theme film especially importance reconcile difference within family spite deep hurt well importance spending time together performance star outstanding finale inspire somewhat predictable movie work well left feel good watching
CD review: This couple write some of the best original folk tunes out there. Humor with sometimes an edge.,positive,cd review couple write best original folk tune humor sometimes edge
"The Urban Design Handbook: I was extremely disappointed in the book. I was expecting a book to learn from, but found that the whole thing read like a sales pitch / qualifications for the firm that wrote the book. I think if I had paid more attention to the fact that the ""author"" was a firm, I would not have bought it.It is geared toward residential development, rather than overall urban design issues.",negative,urban design handbook extremely disappointed book expect book learn find whole thing read like sale pitch qualification firm write book think pay attention fact author firm would not buy gear toward residential development rather overall urban design issue
"Double Crossed: James Patterson created a great character in Alex Cross and I have faithfully followed the series even though the last several have disapponted me. The plot and character development have become weaker with each book. Yet I kept buying the books, even knowing that Patterson is more of a franchise that an author.In CROSS Patterson has Alex wonder why his daughter wants to read the same book over and over. When I read that line I realized that Patterson is making fun of his readers. That's it for me. I'll not buy another.",negative,double cross james patterson create great character alex cross faithfully follow series even though last several disapponted plot character development become weak book yet keep buying book even know patterson franchise author cross patterson alex wonder daughter want read book read line realize patterson make fun reader not buy another
"i'm not really a kid. didn't want to register: ok first the sub. The bass is so boomy, distorted, muddy, its just not good at all. the speakers sound like they are in a tin can and they are screechy. these are the just the worst speakers i've had and i've had lots. i bought these at my local fred meyer not from amazon so i took them back them back right after i put them back in the box. i had 3 watt altec lansing 2.0 speakers that sounded better than these. do not buy them. i recomend the altec lansing xa3021'sthey are cheaper and sound so much better and good quality and the bass is excellent. these cyber acoustics not recomended ever.",negative,not really kid want register ok first sub bass boomy distort muddy not good speaker sound like tin screechy bad speaker lot buy local fred meyer not amazon take back back right put back box watt altec lansing speaker sound well not buy recomend altec lansing xa sthey cheaper sound much well good quality bass excellent cyber acoustic not recomended ever
"Duplicate: Same asThe James Joyce Collection: Ulysses, Dubliners, A Portrait of the Artist as a Young Man, Chamber Music, Exiles (Halcyon Classics)and one other. This is spamming!",negative,duplicate asthe james joyce collection ulysses dubliner portrait artist young man chamber music exile halcyon classic one spamming
"This one really doesn't end!: I got this movie because I was a big fan of the first two, and I expected this one to be great. To say I was disappointed would be an understatement. This movie should never have start production. It is geared too much toward little kids, but I doubt even little kids would be amused by it. The plot has Bastian returning to Fantasia to escape ""The Nasties"", which is some sort of gang. The Fantasia in this movie is very different from the one in the first two. It looks a lot less inviting, and they really screwed up all the beauty that Fantasia possessed in the first two movies. They turn the Childlike Empress into a joke, who even contemplates using the Auryn to go shopping! Michael Ende would die of shame if he were still alive. They turned his wonderful idea into one big joke. This movie should never have seen the light of day.",negative,one really end get movie big fan first two expect one great say disappoint would understatement movie never start production gear much toward little kid doubt even little kid would amuse plot bastian return fantasia escape nasties sort gang fantasia movie different one first two look lot less invite really screw beauty fantasia possess first two movie turn childlike empress joke even contemplates use auryn go shop michael ende would die shame still alive turn wonderful idea one big joke movie never see light day
Great add-on for a laptop: I recently bought this speaker for my wife's new laptop.** Minimizes wires and keeps the counter clean (USB connection/power)** Alternate line jack and a/c adapter** Great sound (it has a rear subwoofer port)** Volume control on top right with plenty of range,positive,great add laptop recently buy speaker wife new laptop minimizes wire keep counter clean usb connection power alternate line jack adapter great sound rear subwoofer port volume control top right plenty range
"Question company's credibility: We bought this product for Valentine's Day. Well, naturally, it was Memorial Day before we could use it. As the other reviewer noted it is only good for about 30 minutes and ours filled with water. We started contacting the company and after three weeks of e-mails and repeated faxing of the receipt they claimed it was out of warranty. They couldn't have told us that upon the initial e-mail when they were told it was purchased in February? We took it back to the store where we purchased it where we discovered they have been having issues with them and the company is not receptive to helping. Guess we've learned the hard way about this product. Also, there was no warranty information in the box at all so I am not sure where they were quoting their warranty from. Beware.",negative,question company credibility buy product valentine day well naturally memorial day could use reviewer noted good minute fill water start contact company three week mails repeat fax receipt claim warranty tell u upon initial mail tell purchased february take back store purchase discover issue company not receptive help guess learn hard way product also no warranty information box not sure quote warranty beware
"and the Theme of this set is (drumroll please): Old and Boring. 'nuff said.We really enjoyed the first four collections, but this one felt like Warner was intentionally trying to rip off consumers. They could have tried to include a few funny ones on discs 3 and 4. The first two discs were just kinda funny, but, for the price, not worth our time. Next time I'll believe other negative reviews and pass, if I see the word old or boring.",negative,theme set drumroll please old boring nuff say really enjoy first four collection one felt like warner intentionally try rip consumer could try include funny one discs first two disc kinda funny price not worth time next time believe negative review pas see word old boring
"Works for me.: I agree with the other comments that it is a light weight plastic. But that is what I like about it. When using a hand held router or sander the other heavy hoses tend to pull against you. I also like the hose because it is extra long. My shop vac hose is only about 6 feet. The 15' in this hose lets you move around the work piece with out having to lug the shop vac with you.I've used this hose for about 3 months now. I've even stepped on it a few times and have not had it collapse on me. Maybe my shop vac is not strong enough, but even then there is a flow control to reduce the suction in the hose.In my opinion this product is fine. Maybe after several more months or years of use these other folks comments will come true.",positive,work agree comment light weight plastic like use hand hold router sander heavy hose tend pull also like hose extra long shop vac hose foot hose let move around work piece lug shop vac use hose month even step time not collapse maybe shop vac not strong enough even flow control reduce suction hose opinion product fine maybe several month year use folks comment come true
"Boring!: I hate to admit that I am writing a review on a book that I had to skip through. I would ""skip"" anyone's review that didn't read the whole book. I tried several times to start this book & finally ran out of other reading material and forced myself to finish it so I can return it to the library. I really never connected with Wulfric even when he was in the other books. I didn't care for Christene all that much & really don't think in real life these two would be attracted to each other. How annoying the quizzing glass was! I enjoyed the other books in this series but this one was a chore that I just couldn't get through.",negative,bore hate admit write review book skip would skip anyone review read whole book try several time start book finally run read material force finish return library really never connect wulfric even book care christene much really think real life two would attract annoy quiz glass enjoy book series one chore get
"Too many coincidences?: On seeing this book I first thought'Wow, this looks awesome.' A travelogue through India and its religions from a neutral perspective. That is until I started reading it. The author has an amazing ability to just land in a place and find that there is a major festival going on. Pure coincidence like she tries to lead us to believe? Hmmmmm. The book in fact appears to have been clearly planned and conceived from before the author even set foot in India. I found a lot of what was written insulting too. The cover shows a disgraceful lack of respect for Hinduism (strange for someone who regards herself as a bit of an expert, which is exactly what is found upon reading the pages too. How can someone pretend to be so open minded and yet constantly criticize many aspects of religious practices, people of all persuasions, and the country itself. Mrs Macdonald clearly would have prefered a colonial style India to suit her colonial lifestyle. In short memsahib Macdonald, this is trite.",negative,many coincidence see book first think wow look awesome travelogue india religion neutral perspective start read author amaze ability land place find major festival go pure coincidence like try lead u believe hmmmmm book fact appear clearly plan conceive author even set foot india find lot write insulting cover show disgraceful lack respect hinduism strange someone regard bit expert exactly find upon read page someone pretend open mind yet constantly criticize many aspect religious practice people persuasion country mr macdonald clearly would prefer colonial style india suit colonial lifestyle short memsahib macdonald trite
"Don't buy, breaks within a day: Like the other reviewers, I found that this cheap View-Master broke within a day. Too bad, because the binocular design is a cute update on the traditional View-Master. I bought the Discovery View-master with the sounds and have been very happy with it.",negative,buy break within day like reviewer find cheap view master break within day bad binocular design cute update traditional view master buy discovery view master sound happy
"The Politically Incorrect Guide(tm) to American History by Thomas E. Woods Jr.: If you have the courage to face yourself, to possibly ask yourself why you believe what you do, then by all means read this book. It is wonderful and lots of fun to read. If you enjoy your notions and don't want to be bothered by truth, maybe this isn't for you. I bought five books and gave them away for Christmas!",positive,politically incorrect guide tm american history thomas wood jr courage face possibly ask believe mean read book wonderful lot fun read enjoy notion want bother truth maybe buy five book give away christmas
"average: I was not a fan of this book. I kept reading just to see what all the rage was about. I'm not sure why people love this book so much. Average plot, somewhat original storyline, and average writing. I'd try other writers in this field for more engaging reading (I highly recommend The Bride Finder & Night Drifter for comparison as to how this type of story should be written).",negative,average not fan book keep read see rage not sure people love book much average plot somewhat original storyline average write try writer field engage read highly recommend bride finder night drifter comparison type story write
don't bother..the movie is not gripping ni important: I bought this film and was very disappointed don't make the same mistake I did. do not buy it a tremendous wasted of moneythe theme is important but this ia a treatment demasiado corritente nada especially,negative,bother movie not grip ni important buy film disappointed make mistake not buy tremendous waste moneythe theme important ia treatment demasiado corritente nada especially
"A gambling classic: I found nothing new in this book that I could use as an investor. The book's author traded based on what is now called ""technical analysis"" or more precisely gambling. This is affirmed by the fact that this supposedly genius-trader ended his life with $10,000 to his name. Not good.The book is also not an easy read. May be it was back then when it was written, but it was hard going for me. Had to drop it 2/3 way down. Of course, may be the last third was the best, where all that trading wisdom and writing skills came out, but I just could not handle it any more.",negative,gamble classic find nothing new book could use investor book author trade base call technical analysis precisely gamble affirm fact supposedly genius trader end life name not good book also not easy read may back write hard go drop way course may last third best trading wisdom write skill come could not handle
"This really is revolutionary!: The perfect title for the book -- because this is about a lifestyle change to improve health, energy and outlook, rather than just another lose-it-fast fad diet. The book is based on well-researched and presented information that addresses many of the modern ailments without the rush to medication.The approach DOES take some will-power, because it is very different from the way most of us have been eating for a very long time. But it is the sort of will-power needed to make an intelligent and sustained change in the most important thing that we do for our health--making food choices. If you stick with it, the pay-off comes quickly. You feel so good when you stop eating all the junk that you don't want to go back!",positive,really revolutionary perfect title book lifestyle change improve health energy outlook rather another lose fast fad diet book base well research present information address many modern ailment without rush medication approach take power different way u eat long time sort power need make intelligent sustain change important thing health make food choice stick pay come quickly feel good stop eat junk want go back
"One of the best ever: Startin with the front cover, which is awesome, this is a great cd. With the addition of Rick Medlocke & HT, & Owen Hale on drums this cd simply rocks. People have to forget the old band in order to listen to the new one. I've always been a LS fan, but after the crash this band could have just gone away for good, but chose to carry on the name & great sound of southern rock.",positive,one best ever startin front cover awesome great cd addition rick medlocke ht owen hale drum cd simply rocks people forget old band order listen new one always ls fan crash band could go away good chose carry name great sound southern rock
"Waste of money: Cheezy game with easy opponents. I don't think the creators bothered to play the game as they tested the features:- No skill level selectionNo limit holdem -- If you fold, you have to watch the hand play out - painfully slowly - cannot skip to end and also if you are diligent to study the players, their betting amounts are not displayed- No incremental bets or all in. I got to $4 million and an all in bet means holding down the + key for over 5 minutes.I tried 5 card draw for 2 hands. They dont even tell you how many cards your opponents discarded! What a joke!!!!",negative,waste money cheezy game easy opponent think creator bother play game test feature no skill level selectionno limit holdem fold watch hand play painfully slowly not skip end also diligent study player bet amount not display no incremental bet get million bet mean hold key minute try card draw hand dont even tell many card opponent discard joke
"Broke within days...: I put this in my car and it was not the easiest to put in anyhow, but it broke within just a few days..not happy about it.",negative,broke within day put car not easy put anyhow broke within day not happy
"Not a great choice for a boy: The potty has a very small opening and my son was too big to sit comfortably on it by the time he was ready to use it. I have noticed that many of the postive reviewers mention they have a daughter. I think that many little girls potty train at a much earlier age than boys, and so the small size of the seat is not an issue for them. I would say that a child sized 18-24 months would fit comfortably on the seat...if your child is already a 2T or larger, you'll probably be better with another potty.",negative,not great choice boy potty small open son big sit comfortably time ready use notice many postive reviewer mention daughter think many little girl potty train much early age boys small size seat not issue would say child sized month would fit comfortably seat child already large probably well another potty
"Not Shelter at their best: I have 2 Shelter albums in addition to this one, and the others are way better. They are much more hardcore and less poppy. When I got this album I was expecting ""Perfection Of Desire"", but the songs on ""Mantra"" were much slower, happier, and lighter. If perhaps you thought Shelter's older stuff, or Youth of Today was too hard, then maybe this album is for you; otherwise stick with their older stuff.",negative,not shelter best shelter album addition one others way well much hardcore less poppy get album expect perfection desire song mantra much slow happier light perhaps think shelter old stuff youth today hard maybe album otherwise stick old stuff
"Helloooo???? Anybody there??????: Don't bother sending it now. Don't charge my card!! I mean it!Thirteen days have passed. No book, no acknowledgement. I see no way to cancel then order from another seller with reliable service. Amazon, what are you going to do about it????? Amazon? You there? Is anybody there????March 9, still no book and no response. Negative, negative, negative. ZERO STARS!!",negative,helloooo anybody bother send charge card mean thirteen day pass no book no acknowledgement see no way cancel order another seller reliable service amazon go amazon anybody march still no book no response negative negative negative zero star
"It is the wrong size for the computer: The exact model number was given, but the battery was still a few millimeters too big for the battery bay.",negative,wrong size computer exact model number give battery still millimeters big battery bay
"Worst book I've ever tried to read...: I got through about 80 pages, and it was the worst read of my life. The book starts with a gruesomely detailed murder, and then goes on to plumb such literary depths as one women's miscarriage, subsequent gang rape, pregnancy from said gang rape, and her descent into prostitution. Then of course she's punched in the stomach by her pimp right after she gives birth, as he's attempting to murder her newborn son (the boy is a cripple and a rape baby... excellent qualifications for infanticide). 80 pages of ""what's the worst thing that can happen to a woman"" is not my idea of humor, nor should it be anyone else's.",negative,bad book ever try read get page bad read life book start gruesomely detailed murder go plumb literary depth one woman miscarriage subsequent gang rape pregnancy say gang rape descent prostitution course punch stomach pimp right give birth attempt murder newborn son boy cripple rape baby excellent qualification infanticide page worst thing happen woman not idea humor nor anyone else
"Arrived defective: the unit arrived broken, I am seeking a credit from the vendor, I have asked for credit, but have yet to get confirmation from the vendor",negative,arrive defective unit arrive broken seek credit vendor ask credit yet get confirmation vendor
"Great Product: This iTrip was exactly what I was looking for. I wanted something that I could plug into the headphone jack of my iPod and also charge at the same time. If my iPod is charged, I can use it to charge my iPhone. The display does light up which is nice too.My only complaint is silly. With having 2 cords you have twice the amount to deal with. The benefits outweigh the negatives any day.",positive,great product itrip exactly look want something could plug headphone jack ipod also charge time ipod charge use charge iphone display light nice complaint silly cord twice amount deal benefit outweigh negative day
"Ecstasy of Thinking: Carl Sagan once commented that thinking or understanding results in a kind of ecstasy. This book delivers that blissful experience to young readers. Universal themes unfold with creative charm by an author who respects his audience. We'll be hoping for sequels to this adventure, as well.",positive,ecstasy think carl sagan comment think understanding result kind ecstasy book delivers blissful experience young reader universal theme unfold creative charm author respect audience hop sequel adventure well
"Foosball: It's ok for the price. Not too sturdy...moves around alot when you play. But, overall you get your money's worth.",negative,foosball ok price not sturdy move around alot play overall get money worth
"Dymaxion has the 10 1/2: Dymaxion are an incredible band. Swelling, bouncing, melodic art-rock. If you like Silver Apples, United States of America, Stereolab, Cornelius, etc. you will like this.",positive,dymaxion dymaxion incredible band swell bounce melodic art rock like silver apple united state america stereolab cornelius etc like
Great Camera.....: I have a Box Truck for work and I have it mounted on the top of the rear and It is just like have a rearview Mirror. Watching out for kids behind my truck and Parking in small spot are made easy.,positive,great camera box truck work mount top rear like rearview mirror watch kid behind truck park small spot make easy
A Horrible Excuse for Gratuitous Violence!: Why anyone would waste their money purchasing this movie is beyond me. The concept of a female assasin is not an acceptable excuse for gratuitous violence. Don't we have enough in the world already? Quentin Tarrantino has certainly done it again. This man obviously has a passion for morbid violence and evil. This film is yet another example of how the public is seduced by violence if it is package in a slick sophisticated manner. Don't be fooled!,negative,horrible excuse gratuitous violence anyone would waste money purchase movie beyond concept female assasin not acceptable excuse gratuitous violence enough world already quentin tarrantino certainly do man obviously passion morbid violence evil film yet another example public seduce violence package slick sophisticate manner fool
Good camera for the money: This was purchased as a birthday gift for my 16 year old daughter. She loves the camera. I was a bit disappointed in the accessory kit. I had thought that it would be packaged in a way to give as a gift. It was not. Just a lot of loose pieces in the bottom of the box. Not great for gift giving. The camera itself is good for the money and she is very happy with the gift.,positive,good camera money purchase birthday gift year old daughter love camera bit disappointed accessory kit thought would package way give gift not lot loose piece bottom box not great gift give camera good money happy gift
"pokemon mystery dungeon blue rescue team: I have been a fan of pokemon for many years now and owning every single game I would have to say that the gameplay and the new way of playing as a pokemon is a creative and very fun way of playing. The levels are pretty simple, and entertaining. You are able to create your own pokemon rescue team and once you have the game in your hand you won't want to put it down.",positive,pokemon mystery dungeon blue rescue team fan pokemon many year own every single game would say gameplay new way play pokemon creative fun way playing level pretty simple entertain able create pokemon rescue team game hand want put
"Better Than Expected!: The quality of this learning cube is higher than I expected. The wood is sturdy, and the blocks and magnets are nice and weighty. The abacus is a great ancient learning tool and the busy beads are fun. My kids love magnets and use them interchangably with the fridge magnets. Beware that some Maxim learning cubes have been recalled! This Model has not been recalled, but I still checked our cube over VERY carefully to make sure the busy bead wire doesn't pull out of the lid, etc, in case this model was constructed in the same way as the recalled models.",positive,well expect quality learn cube high expect wood sturdy block magnet nice weighty abacus great ancient learn tool busy bead fun kid love magnet use interchangably fridge magnet beware maxim learn cube recall model not recall still check cube carefully make sure busy bead wire pull lid etc case model construct way recall model
Battery Tender 021-0123: I don't recommend this product at all I used it only twice to charge my 12v battery and it got damaged,negative,battery tender recommend product use twice charge battery get damage
"generic alterna rock = bad: ok, so there's a song that sounds a little like Third Eye Blind, there's a song that soounds a little like U2 circa joshua tree, there's a song with grungy guitar riffs a la Smashing Pumpkins. basically there's a lot of stale 80's and early 90's stuff here. i have one suggestion: throw away your chain wallets and gas station attendant jackets and join the 21st century. you guys were new like 10 years ago.",negative,generic alterna rock bad ok song sound little like third eye blind song soounds little like circa joshua tree song grungy guitar riff la smash pumpkin basically lot stale early stuff one suggestion throw away chain wallet gas station attendant jacket join st century guy new like year ago
"Nice idea, but broke easily: I really liked this device at first, because it held the pen at the angle my hand specialist said would relieve my pain. And it did. But the part that holds the pen is small - the smallest pen I have stresses it, and it broke today - about two weeks after I bought it. The other sizes aren't useful at because they either won't fit on my fingers or won't stay on. Unless you have a really thin pen or just need a short-term solution, I wouldn't recommend buying this product.",negative,nice idea break easily really liked device first hold pen angle hand specialist say would relieve pain part hold pen small small pen stress break today two week buy size useful either fit finger stay unless really thin pen need short term solution recommend buy product
"good for baking and toasting: I was really impressed with the toasting of the oven, although I've had to turn it up to 7 or so to get a nice brown. Still, it gives a nice even toasting. I agree with others that the only down sides are the occasional noise from the vibration of the door against the oven during convection (they could've insulated it to prevent that), and that the shelves can tip your toasts down if you have it on certain levels (my toasts got burnt when they fell down before I could rescue them!). But all in all I really like this toaster oven and have used it for baking and toasting to good effect.",positive,good baking toast really impressed toast oven although turn get nice brown still give nice even toast agree others side occasional noise vibration door oven convection could insulate prevent shelf tip toast certain level toast get burnt fell could rescue really like toaster oven use bake toast good effect
"Worthwhile Topics, Out of Date Tools: Some topics in this book are timeless, the tools discussed are not. This book is so far out of date now that I cannot recommend it.The author covers project planning and setup from spec to code storage in chapters one to three. Chapters four and five cover some good practices with .NET code. Chapters six through eight; .NET tools. Chapters nine and ten; bug tracking in .NET. Chapter 11 is how to work with people. Chapters 12 and 14 documentation and licensing. Chapter 13 and 15 build and deployment of .NET projects.At the time of it's writing this book would have been great for a developer who was fresh out of college and starting a .NET job. I often found myself thinking, ""Yep, I do that because learned the hard way"". I also found myself skipping sections when author mentioned a specific tool.I wish I could give this book a good review. Had I read this when it came out I would have given it five stars. Now it's worth at most a skim of the good chapters.",negative,worthwhile topic date tool topic book timeless tool discuss not book far date not recommend author cover project plan setup spec code storage chapter one three chapter four five cover good practice net code chapter six eight net tool chapter nine ten bug track net chapter work people chapter documentation license chapter build deployment net project time write book would great developer fresh college start net job often find think yep learn hard way also find skip section author mention specific tool wish could give book good review read come would give five star worth skim good chapter
If you like bad books read this!: If you like books with swearing and brats you will like this book. Gilly is a brat and the author wants you to feel sorry for her. But since she is a brat you can't,negative,like bad book read like book swear brat like book gilly brat author want feel sorry since brat
"GET CRUED: There are so many bands that release so many different versions of ""greatest hits"".All they do is re-arrange the same songs. I'm glad the crue did not do that with this and the decadence releases. Although, I feel their greatest hits are in the album that is next from them. LONG LIVE THE CRUE",positive,get crued many band release many different version great hit arrange song glad crue not decadence release although feel great hit album next long live crue
"Shallow is not a strong enough word: I am thoroughly confused why this book was so highly recommended. His explanations for the concept of a tipping point is so shallow I would expect it out of an adolescent.His reasoning and support for his conclusions would have almost no merit in any objective analysis of the topics he chooses. The best example is the fall of crime in New York City, which has been hotly debated by numerous qualified and unqualified academics. His presentation of the causal relationship as accepted fact is partly absurd, partly intellectual dishonesty, and most likely utter laziness on his part to grant the subject the depth of study it requires.Much like this, the book delves an inch deep into each topic. The conclusions and lessons reached would not even be on par with one based on a wikipedia search of the topic at hand.",negative,shallow not strong enough word thoroughly confused book highly recommended explanation concept tip point shallow would expect adolescent reason support conclusion would almost no merit objective analysis topic choose best example fall crime new york city hotly debate numerous qualified unqualified academic presentation causal relationship accept fact partly absurd partly intellectual dishonesty likely utter laziness part grant subject depth study require much like book delf inch deep topic conclusion lesson reach would not even par one base wikipedia search topic hand
"Bummed.: While the graphics were pretty good, this game was far too easy. Most characters played the same but with a different face. I played it on and off for a week and was surprised when I beat it. That was it?VERY disappointing.",negative,bum graphic pretty good game far easy character play different face play week surprised beat disappointing
"the moon and i: this book has absolutely nothing to do with the moon. this is a story about betsy byars life. she tells about some points in her life that inspired some of her books. and she explains how a snake made her think about it all. this is the first book i've read by her. if all of her books are writen like this, then i would love to read others.",positive,moon book absolutely nothing moon story betsy byars life tell point life inspire book explains snake make think first book read book writen like would love read others
Did not get the product I ordered: The product I ordered was the large version of this book. What a received was a smaller version. Not what I wanted. Extremely disappointed.,negative,not get product ordered product order large version book receive small version not want extremely disappointed
"A necessity in the kitchen: I love to cook - but have always done so much by hand. But what changed my mind was, I took a cooking class on making homemade pasta. And boy does this machine save you tons of time! Since I've purchased it - I've whipped potatoes, made cookies and of course bought the attachments to make my own pasta.I opted not to by the pricer version with the; splash shield and the handle ont he bowl... The additional costs just didn't seem right for two such small items. So far, I'm not missing them!",positive,necessity kitchen love cook always do much hand change mind take cook class make homemade pasta boy machine save ton time since purchase whipped potato make cooky course buy attachment make pasta opt not pricer version splash shield handle ont bowl additional cost seem right two small item far not miss
"Very, very boring: Even the sex couldn't keep me awake. Since when is sex boring? Ng makes it so, up to the point where you'd rather skip to the next paragraph.They say that an author (or filmmaker) has succeeded if the reader (or viewer) can realistically imagine the characters living on after the book (or movie) is complete. You won't find that in this novel.It's nothing but a disappointing, wordy collection of poor use of metaphors, weak grasp about life in New York City, and choppy, monotonous dialogue.But I give her credit for her first try.",negative,bore even sex keep awake since sex bore ng make point rather skip next paragraph say author filmmaker succeed reader viewer realistically imagine character live book movie complete find novel nothing disappointing wordy collection poor use metaphor weak grasp life new york city choppy monotonous dialogue give credit first try
"Not As Suspenseful as K-19, But Great Thriller Nonetheless!: I wanted to catch this flick when it was at the theatres, but missed my chance and it went away far too quickly. Decided to pick it up based on the plot and the fact that Twohy was directing and am very pleased that I did. Great thriller and quite creepy in it's presentation. Thought that the ending could have been a bit better, but it's generally a tough thing to get an awesome ending these days. Also, the one thing that I really had trouble with, was the fact that for a sub, this one sure was pretty immaculate and sterile. Needed more noise from the steel, that sort of thing. Subs generally groan and expand/shrink in varying water temps. But, that is a bit nitpicky for this definitely must see rental!!! Pick it up, you will be glad that you did!!",positive,not suspenseful great thriller nonetheless want catch flick theatre miss chance go away far quickly decide pick base plot fact twohy direct pleased great thriller quite creepy presentation think end could bite well generally tough thing get awesome end day also one thing really trouble fact sub one sure pretty immaculate sterile need noise steel sort thing sub generally groan expand shrink varying water temp bite nitpicky definitely must see rental pick glad
"Hello Hula, goodbye FAT!: The first workout I have ever enjoyed in my life. Combines sports and dancing, in a fun, strength-building, confidence-boosting way.The three ladies have REAL bodies. Real strength and beautiful definition, without being thin. Having strong legs and hips is an asset while following this video. The moves come easy to someone who has always done sports in the past, but now has limited options available.This video is so entertaining. Listening to the pleasant voice and encouragement of the instructor, watching the girls with my own aspirations, and the beautiful videography, are just some of the elements that make this video WORK.I pop this tape in 4 to 5 days a week, and am 40+ years old. So fast, it became an excellent workout I can do, while thinking through whatever is on my mind, or chosing to focus on the dance.",positive,hello hula goodbye fat first workout ever enjoy life combine sport dance fun strength build confidence boost way three lady real body real strength beautiful definition without thin strong leg hip asset follow video move come easy someone always do sport past limited option available video entertain listen pleasant voice encouragement instructor watch girl aspiration beautiful videography element make video work pop tape day week year old fast become excellent workout think whatever mind chosing focus dance
"I'm sorry but this is GROSS!: I was so hopeful about these. I wanted an alternative to tampons that was healthy and environmentally-friendly (and cheaper!) So I was excited to try them. But it wasn't at all what I was expecting. I don't want to get into vivid details. But basically, I was not warned that this would be such a MESSY ordeal. Not to mention it's not at all convenient. I do not want to leave it in for too long, because if I do, I know it's not absorbing any fluid, so I worry about leakage, or the horrible mess that it will make all over my hands when I try to take it out. GROSS! Also, the thing itself is absolutely huge. I imagine most people would look at it and be terrified to try to put it in their bodies. I believe there was a reason tampons became so much more popular than these methods. Sorry, but I've got to switch back.",negative,sorry gross hopeful want alternative tampon healthy environmentally friendly cheap excited try expect want get vivid detail basically not warn would messy ordeal not mention not convenient not want leave long know not absorb fluid worry leakage horrible mess make hand try take gross also thing absolutely huge imagine people would look terrified try put body believe reason tampon become much popular method sorry get switch back
"Awesome Mattress!: We have slept on this mattress for a week now and no more backaches! My husband and I were used to getting up 4-5 times a night and then feeling very tired in the morning, we are now sleeping through the night and both feel rested when morning comes. It is a awesome mattress! We received the mattress in 3 days after we ordered it. It took 1 1/2 hours for the mattress to take its shape. The chemical smell was strong so we have left the covers off during the day so the smell could escape and that has helped so now that we can barely detect it I am now ready to make the bed everyday! We almost bought a Tempur-pedic mattress but we are happy we chose this mattress as we like this one so much better for the price! You will not go wrong purchasing this mattress, you will love it!",positive,awesome mattress sleep mattress week no backache husband use get time night feeling tire morning sleep night feel rest morning come awesome mattress receive mattress day order take hour mattress take shape chemical smell strong leave cover day smell could escape help barely detect ready make bed everyday almost buy tempur pedic mattress happy choose mattress like one much good price not go wrong purchasing mattress love
Oregon: Then and Now: Wonderful book! The pictures show how Oregon loooked in the past and how it has changed.,positive,oregon wonderful book picture show oregon loooked past changed
"Packaging Please: Ordered 5 of these for Christmas gifts. All five arrived in little plastic baggies and no instructions. I would be embarrassed to give these as gifts, so I've just been giving them away to anyone that can use them. I ordered one earlier to check it out before buying multiples (from a different vendor), and that one came in full retail packaging. Product itself seems pretty good, though.",negative,packaging please order christmas gift five arrive little plastic baggies no instruction would embarrass give gift give away anyone use order one early check buying multiple different vendor one come full retail packaging product seem pretty good though
"These beats are taken from other stuff: I think that this CD is a waste of Money. Sasha is a great DJ...look at the Northern Exposure series. This CD does has good beats none of which are original, I am beginning to think that this Global Underground series isn't any good, Look at Pual Okanfold, his beats stay the same this is hardly Techno/House, not even Progressive House. I think a great CD series, is the ICU sessions, with Kimball Collins (ICU session 1), & Dimitry (ICU session 3)(also where sasha got the beat for tracks 3-4 ondisk 1). I think Sasha can do MUCH better",negative,beat take stuff think cd waste money sasha great dj look northern exposure series cd good beat none original beginning think global underground series good look pual okanfold beat stay hardly techno house not even progressive house think great cd series icu session kimball collins icu session dimitry icu session also sasha get beat track ondisk think sasha much good
